,new_cum_rainfall,new_hours,new_intensity,status
0,185.333,4.393146515201668,42.186847026087015,Generated_No
1,170.75,4.036087202582116,42.30582527819554,Generated_No
2,192.333,4.62547661578526,41.58122848219133,Generated_No
3,171.5,4.4996770839570015,38.113846127194414,Generated_No
4,204.0,4.755184344541607,42.9005450091894,Generated_No
5,165.417,4.5398558737627175,36.43661926714411,Generated_No
6,189.5,4.498199639729356,42.12796567015013,Generated_No
7,184.333,4.719647699466644,39.05651687112812,Generated_No
8,202.083,4.598701348457223,43.94349288800739,Generated_No
9,186.25,4.400579737734572,42.32396890866973,Generated_No
10,197.917,4.2673677013526445,46.37917654418799,Generated_No
11,208.917,4.771815379182888,43.781450747529625,Generated_No
12,199.5,4.894186713981143,40.762645901941504,Generated_No
13,205.667,4.803953948753416,42.812025717558924,Generated_No
14,206.333,4.395875527798996,46.93786225182551,Generated_No
15,203.167,4.379011893961962,46.395626438041546,Generated_No
16,161.333,4.578875292605808,35.23419828893974,Generated_No
17,163.333,4.217147746224517,38.73068003041322,Generated_No
18,207.917,5.314308562038165,39.123998460537045,Generated_No
19,190.417,4.559522505689078,41.76248713816194,Generated_No
20,190.75,4.636967851531305,41.136795877721475,Generated_No
21,187.5,4.241702946529587,44.20394411480557,Generated_No
22,171.167,4.852945451426806,35.27074468757432,Generated_No
23,207.583,4.618684247263941,44.94418515900279,Generated_No
24,183.25,4.318529538425655,42.43342516693885,Generated_No
25,210.167,4.575496133851716,45.93316087518547,Generated_No
26,197.083,4.331133654004658,45.503790864955846,Generated_No
27,219.5,4.828365513470428,45.4605185518013,Generated_No
28,190.667,5.183547895116157,36.78310760466647,Generated_No
29,214.25,4.546083451715867,47.12847933293741,Generated_No
30,167.5,4.388128111015071,38.17117362174131,Generated_No
31,198.167,4.6158007395012035,42.932312546363185,Generated_No
32,177.667,4.624758095210285,38.416495812830526,Generated_No
33,204.667,4.9703504633669295,41.17757922876086,Generated_No
34,181.917,4.360708033497384,41.71730796984786,Generated_No
35,197.833,5.010379723814061,39.48463208481197,Generated_No
36,157.25,4.6059117377137575,34.14090606913245,Generated_No
37,184.583,4.273593965934099,43.191515495238406,Generated_No
38,189.417,4.349205692193579,43.55209052080152,Generated_No
39,192.833,4.481840256524641,43.02540674431104,Generated_No
40,169.667,4.480410093126725,37.86863177106969,Generated_No
41,188.417,4.599223357613958,40.96713408973233,Generated_No
42,182.167,4.717828248423616,38.6124696380942,Generated_No
43,205.667,4.745551372191036,43.33890498061196,Generated_No
44,184.667,4.9315691227654,37.44589103446392,Generated_No
45,204.333,4.461226567101575,45.80197775804818,Generated_No
46,199.75,4.845211188636474,41.22627316400074,Generated_No
47,182.75,4.326864132283631,42.236130928277674,Generated_No
48,225.33300000000003,5.37775253486759,41.90096114297088,Generated_No
49,159.0,4.204214807723425,37.81919032964403,Generated_No
50,217.667,5.099546109054856,42.68360268642461,Generated_No
51,175.417,4.130024472046002,42.47359820439488,Generated_No
52,180.583,4.143442698113683,43.58283996112968,Generated_No
53,163.083,4.050171003362931,40.265707266332505,Generated_No
54,187.167,5.0071507228312795,37.379941280091316,Generated_No
55,163.333,4.571212283344822,35.73078428125129,Generated_No
56,193.417,4.318218056154357,44.790929379849324,Generated_No
57,191.333,4.63615925890625,41.26972118838272,Generated_No
58,201.0,4.663987263152356,43.09617257919901,Generated_No
59,170.917,4.582788524724649,37.295415024691614,Generated_No
60,184.083,4.647272068106843,39.61097979679718,Generated_No
61,163.583,4.384612928268313,37.308424409679084,Generated_No
62,186.417,4.361314774488297,42.74330325581049,Generated_No
63,222.5,4.723449142264494,47.10540820882642,Generated_No
64,189.75,5.016740154878472,37.82336619836285,Generated_No
65,191.0,4.419194579205808,43.2205454131249,Generated_No
66,170.25,4.352191086131823,39.11822726315913,Generated_No
67,206.417,5.041161283575805,40.946319387263074,Generated_No
68,150.917,4.003799386142032,37.69344700994625,Generated_No
69,166.667,4.011117066698173,41.55126794571346,Generated_No
70,179.25,4.150247682054117,43.190193388959926,Generated_No
71,156.167,3.8539252991986963,40.521543069988944,Generated_No
72,189.5,4.626700294437575,40.95791556410631,Generated_No
73,194.667,4.638613750416176,41.96663280760001,Generated_No
74,200.667,4.695733032229259,42.73390301848891,Generated_No
75,209.917,4.86891885166109,43.113678086539544,Generated_No
76,202.417,4.9355323055871745,41.012192296028076,Generated_No
77,156.75,4.041368428734346,38.78636723281627,Generated_No
78,179.667,4.573956556481001,39.28043429827148,Generated_No
79,218.75,4.691213863312463,46.62972236476569,Generated_No
80,189.0,4.4566076996000605,42.40893808466942,Generated_No
81,177.917,4.800235298404687,37.06422475980063,Generated_No
82,200.833,4.323446781127702,46.45205785269685,Generated_No
83,200.917,4.457281090534737,45.07613406447654,Generated_No
84,175.25,4.256057612222039,41.17660425853681,Generated_No
85,173.25,4.596846049735211,37.68888453638329,Generated_No
86,165.083,4.529350461255971,36.44738940210494,Generated_No
87,200.0,4.520046973963204,44.24732777160473,Generated_No
88,193.583,4.865746044500311,39.78485482587081,Generated_No
89,186.5,4.321104011350188,43.16026633705712,Generated_No
90,190.833,4.976467508341042,38.34708047026237,Generated_No
91,213.333,5.040215119059018,42.326169609964616,Generated_No
92,207.583,4.891998577071335,42.43316851581599,Generated_No
93,188.167,4.474168623320649,42.056304945508685,Generated_No
94,203.333,4.5369579541881775,44.81703424478472,Generated_No
95,169.25,4.346962847100358,38.935230401819105,Generated_No
96,213.167,5.297080941578441,40.24235278845481,Generated_No
97,198.833,4.078222925778114,48.754813951731975,Generated_No
98,223.75,4.976966100546515,44.95710749876923,Generated_No
99,172.833,4.269256129105902,40.48316492929552,Generated_No
100,180.583,4.686019617678698,38.53654374785886,Generated_No
101,174.083,4.31418161544026,40.351337870655435,Generated_No
102,211.25,5.3159461603513325,39.738927676806725,Generated_No
103,196.083,4.954603283911791,39.57592339162769,Generated_No
104,193.75,4.484830603488636,43.201185759231755,Generated_No
105,156.167,3.81583034365131,40.92608578885773,Generated_No
106,173.083,4.316896475593994,40.09431335185869,Generated_No
107,184.833,4.608368123154879,40.10812397371235,Generated_No
108,207.833,4.729298354189249,43.94584237128959,Generated_No
109,181.833,4.161117168994871,43.698120628485505,Generated_No
110,195.5,4.6502917861429935,42.04037273156788,Generated_No
111,180.167,4.293100563073117,41.966638645667224,Generated_No
112,163.25,3.566132879014951,45.7778791588645,Generated_No
113,214.0,4.804921248775285,44.53767063394555,Generated_No
114,173.417,4.201963829315601,41.27046472654798,Generated_No
115,209.917,5.107120802885251,41.102806865545084,Generated_No
116,174.167,4.621214982464387,37.68857338619654,Generated_No
117,184.25,4.198091214068748,43.88899397481808,Generated_No
118,180.5,4.187382068994569,43.105691581504004,Generated_No
119,171.0,4.372013228460034,39.1124159659123,Generated_No
120,164.5,3.8276605144048506,42.97664314296628,Generated_No
121,158.75,4.448384631820208,35.687111870774096,Generated_No
122,171.417,4.473192000600336,38.320957378309394,Generated_No
123,227.417,5.403477059540177,42.08715934094345,Generated_No
124,172.667,4.1863558086565815,41.24518026942615,Generated_No
125,224.5,5.482831126418585,40.945999397695225,Generated_No
126,222.25,5.397378839819632,41.17739491627515,Generated_No
127,216.75,5.409020598684789,40.07194944916702,Generated_No
128,151.75,4.228668656552382,35.88599919382693,Generated_No
129,202.75,4.96459720158886,40.839164139058916,Generated_No
130,316.0,7.022222222,45.00000000142405,yes
131,259.0,7.0,37.0,yes
