,new_cum_rainfall,new_hours,new_intensity,new_extracted_Values,status
0,223.153,6.123,36.44504327943818,3,yes
1,227.152,6.0,37.858666666666664,4,yes
2,321.524,5.128,62.699687987519496,4,yes
3,132.583,3.3603987829185438,39.45454351249651,1,Generated_No
4,83.083,3.0054154801405137,27.644430711495364,2,Generated_No
5,168.083,2.8175196671042593,59.65637151088616,1,Generated_No
6,149.75,4.698921425441005,31.86901555519107,1,Generated_No
7,142.167,3.2781083837929126,43.36860876927646,3,Generated_No
8,67.083,3.83386943892409,17.49746595930656,2,Generated_No
9,174.833,4.173631840007374,41.88989510864262,3,Generated_No
10,120.833,3.8254997226520153,31.586200172622913,1,Generated_No
11,182.083,3.2980471255777495,55.20933845604248,1,Generated_No
12,127.833,2.9544040858882283,43.268624156931324,2,Generated_No
13,98.167,2.0024894424074056,49.022480678840935,3,Generated_No
14,98.25,3.775764806053285,26.021218229082,2,Generated_No
15,161.083,2.5708937178696476,62.656421337199525,1,Generated_No
16,116.0,4.057400606276009,28.58973299815911,1,Generated_No
17,77.333,2.5742589145647283,30.04087877969957,3,Generated_No
18,156.417,3.7576028394033973,41.626804823480136,2,Generated_No
19,149.917,4.881439003537287,30.711640541111773,1,Generated_No
20,87.167,3.671248612804024,23.743148229186158,1,Generated_No
21,91.333,3.8967766552649015,23.438089498047255,1,Generated_No
22,174.167,2.680415309865084,64.97761722185005,2,Generated_No
23,166.583,4.613045540205093,36.111284518685636,1,Generated_No
24,81.167,2.761198409142957,29.395569594433187,4,Generated_No
25,74.5,3.4639629996903327,21.507158132653284,2,Generated_No
26,178.833,4.364023863611022,40.97892348645963,1,Generated_No
27,166.833,2.734774634052693,61.00429553596098,3,Generated_No
28,137.167,2.8993822829883573,47.30904262083842,1,Generated_No
29,61.5,3.596497882217304,17.099968362023382,3,Generated_No
30,63.75,4.163630108843838,15.31115837225564,1,Generated_No
31,126.167,3.336265594173152,37.81683335414091,3,Generated_No
32,155.083,3.4208063757417717,45.33521718731351,1,Generated_No
33,180.083,4.244012284803829,42.43225229220183,1,Generated_No
34,164.0,3.572423887526617,45.907206189225796,1,Generated_No
35,138.083,4.4998337494074985,30.68624480141775,2,Generated_No
36,154.333,2.786927601454592,55.37747012855604,1,Generated_No
37,124.667,3.234100488370216,38.54765813502114,2,Generated_No
38,71.75,2.318155412389416,30.95133295055675,3,Generated_No
39,144.5,3.839018420524617,37.63982981364635,1,Generated_No
40,179.083,3.374619080491689,53.067619108556464,1,Generated_No
41,108.167,2.5928808262352296,41.71691922958705,2,Generated_No
42,107.0,3.798985755191393,28.16541226925694,1,Generated_No
43,64.333,3.074942522510928,20.92169187847685,1,Generated_No
44,66.417,3.19366543830732,20.796480183347505,2,Generated_No
45,113.167,3.230207078082509,35.03397685178046,2,Generated_No
46,89.75,3.0026670212511704,29.890094161224177,3,Generated_No
47,146.0,4.014731144508035,36.36607153625248,1,Generated_No
48,173.583,3.3981044979573625,51.08230194343424,2,Generated_No
49,80.5,4.574983960564259,17.595690103812185,1,Generated_No
50,96.333,4.288383492737683,22.463709265539933,1,Generated_No
51,178.583,3.9215076276750342,45.539373362350815,1,Generated_No
52,120.083,2.949125340987208,40.71817441296093,2,Generated_No
53,89.167,2.960976825331862,30.114048592733006,1,Generated_No
54,148.833,3.8588908357931193,38.56885471325086,1,Generated_No
55,133.75,3.857260119019798,34.67487176726582,1,Generated_No
56,187.263,6.0,31.2105,4,yes
57,301.523,7.0,43.074714285714286,3,yes
58,285.163,5.0,57.0326,4,yes
59,190.234,5.0,38.046800000000005,4,yes
