,new_cum_rainfall,new_hours,new_intensity,new_extracted_Values,status
0,223.153,6.123,36.44504327943818,3,yes
1,227.152,6.0,37.858666666666664,4,yes
2,321.524,5.128,62.699687987519496,4,yes
3,96.583,3.603051761501516,26.805887451295046,1,Generated_No
4,89.583,10.123102685006796,8.849361977991224,1,Generated_No
5,99.083,3.0575470926130546,32.4060421634655,2,Generated_No
6,77.083,10.36840368207977,7.434413470342248,2,Generated_No
7,149.083,4.21845482063911,35.34066532385273,1,Generated_No
8,122.083,6.597535280098376,18.504334545700164,1,Generated_No
9,100.75,2.8209238278132864,35.71525009170454,1,Generated_No
10,106.75,7.453961341452274,14.321244115709572,1,Generated_No
11,116.167,2.105743689204046,55.16673306232734,3,Generated_No
12,67.167,10.450097135032095,6.427404370705279,3,Generated_No
13,154.083,3.514086782424397,43.8472381418244,2,Generated_No
14,81.083,6.97588644667684,11.623325669044709,2,Generated_No
15,138.833,3.7901332129259675,36.630110922360295,3,Generated_No
16,156.833,6.5303956608872245,24.015849596882244,3,Generated_No
17,108.833,3.9001016250930056,27.90517029089073,1,Generated_No
18,107.833,10.724759541337034,10.054584402044009,1,Generated_No
19,167.083,3.7041420091922865,45.1070719171573,1,Generated_No
20,172.083,7.643216556485489,22.514473942777748,1,Generated_No
21,134.833,4.376185005905354,30.810626108825918,2,Generated_No
22,91.833,8.866715450291291,10.357048279583967,2,Generated_No
23,120.167,3.7811777730693583,31.780309525741988,3,Generated_No
24,43.167,8.222237741945312,5.250030630929805,3,Generated_No
25,128.25,3.715491026650474,34.517644930397736,2,Generated_No
26,56.25,7.659042500200879,7.344260068869534,2,Generated_No
27,87.083,4.099705382288319,21.24128245317793,1,Generated_No
28,149.083,7.397189089268439,20.15400690733781,1,Generated_No
29,120.0,4.54782112107541,26.386262081395135,1,Generated_No
30,87.0,7.4041100864386085,11.750230477981342,1,Generated_No
31,105.333,2.816652536648463,37.396518963370546,3,Generated_No
32,131.333,7.68161602629317,17.09705347813068,3,Generated_No
33,81.417,2.9200170348752224,27.88237158468464,2,Generated_No
34,108.417,7.125556629379643,15.215232386615511,2,Generated_No
35,102.917,4.557859358936588,22.580117527806294,1,Generated_No
36,166.917,8.533968201189303,19.559130766006167,1,Generated_No
37,79.167,3.803038788507825,20.816774269889123,1,Generated_No
38,146.167,10.859079134347294,13.46034946348935,1,Generated_No
39,129.333,2.317863025049834,55.79837919767469,1,Generated_No
40,90.333,6.629412897160146,13.626093501989613,1,Generated_No
41,105.167,3.6160207094556296,29.083627680836006,2,Generated_No
42,120.167,9.844297531767701,12.20676230195392,2,Generated_No
43,151.583,2.8265599048445136,53.6280868274534,1,Generated_No
44,173.583,6.855874546557311,25.318870527927757,1,Generated_No
45,84.167,3.166404224244566,26.58125559445285,4,Generated_No
46,124.167,10.936204682027066,11.353756043361214,4,Generated_No
47,138.5,3.5037075114654903,39.5295553486626,2,Generated_No
48,60.5,8.860054086043334,6.82840075381726,2,Generated_No
49,117.833,3.9080375128575717,30.151450596962174,1,Generated_No
50,88.833,10.800319279082522,8.225034622082607,1,Generated_No
51,155.833,4.3517318896807,35.809421157017546,3,Generated_No
52,117.833,5.709343504654213,20.638625072032088,3,Generated_No
53,118.167,2.7975830712614815,42.23896019885348,1,Generated_No
54,123.167,6.952294576929036,17.71602147134641,1,Generated_No
55,131.5,3.6293030356236438,36.232852068084085,3,Generated_No
56,50.5,9.466192102168716,5.334774474778554,3,Generated_No
57,123.75,3.970057430396199,31.17083371452643,1,Generated_No
58,96.75,10.807586130989833,8.952045241867433,1,Generated_No
59,93.167,2.392835709240793,38.93581144756501,3,Generated_No
60,105.167,6.1728732099911525,17.036960977876742,3,Generated_No
61,131.083,3.9882118378986418,32.867612185080574,1,Generated_No
62,109.083,7.671022670032386,14.220137873681901,1,Generated_No
63,122.083,3.6382611376464586,33.555315405142636,1,Generated_No
64,143.083,6.56513602823439,21.794369436467008,1,Generated_No
65,130.0,4.581357351186321,28.375869864492696,1,Generated_No
66,128.0,9.00350101920374,14.21669189873876,1,Generated_No
67,114.083,4.041423733110511,28.228418382695843,2,Generated_No
68,109.083,6.947758701594351,15.700458908420057,2,Generated_No
69,156.333,3.561320293931245,43.8974838254237,1,Generated_No
70,88.333,9.200938219838775,9.600433987214386,1,Generated_No
71,127.667,3.0835427143070486,41.40270196603716,2,Generated_No
72,88.667,7.216395549993829,12.286881918505122,2,Generated_No
73,116.75,3.882169290770703,30.073392285482313,3,Generated_No
74,78.75,7.559620999019865,10.41718890539754,3,Generated_No
75,135.5,2.359751812546123,57.421292900204755,1,Generated_No
76,79.5,8.909259529673323,8.923300498230637,1,Generated_No
77,177.083,3.27330119076034,54.09920739950796,1,Generated_No
78,126.083,10.596428003666329,11.898632251960349,1,Generated_No
79,146.167,3.96364736626936,36.87689304651095,2,Generated_No
80,93.167,5.661162135899945,16.45722163814858,2,Generated_No
81,179.0,4.135680650122116,43.281871871493415,1,Generated_No
82,159.0,7.370074546325335,21.57373022492374,1,Generated_No
83,94.333,2.3086555796158135,40.860577399638835,1,Generated_No
84,112.333,5.357172737794575,20.968709709040464,1,Generated_No
85,143.417,2.752977585949428,52.0952298093409,2,Generated_No
86,70.417,6.871960876378974,10.24700245923179,2,Generated_No
87,77.167,4.416803264321408,17.47123323860698,2,Generated_No
88,144.167,10.899249242486505,13.227241325762213,2,Generated_No
89,98.75,3.1924008807460855,30.93283196216932,3,Generated_No
90,49.75,10.247627475476932,4.854782252677915,3,Generated_No
91,176.0,4.2197036866527045,41.70908980095061,1,Generated_No
92,174.0,7.985938732280773,21.788296383574412,1,Generated_No
93,95.583,3.974438248991799,24.049436426455152,2,Generated_No
94,155.583,10.127836822396777,15.36191812015993,2,Generated_No
95,138.5,3.999718519724527,34.62743673510778,1,Generated_No
96,171.5,9.335404247267231,18.370923792636347,1,Generated_No
97,118.333,3.441686648490106,34.382270115123234,1,Generated_No
98,149.333,6.269020620916175,23.820786216870985,1,Generated_No
99,162.583,2.745725106553886,59.21313812949587,1,Generated_No
100,137.583,11.685258518769874,11.77406556979482,1,Generated_No
101,150.083,3.267693515736317,45.92933801081447,2,Generated_No
102,186.083,10.91740464749365,17.044618754029585,2,Generated_No
